"Data Source","World Development Indicators",

"Last Updated Date","2015-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Argentina","ARG","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.230535","","","","","","","","","","1.230535","","","","","","","","","","","","","","","",
"Argentina","ARG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","347930","344998","342066","339134","336202","333270","330338","327406","324474","321542","318610","316086","313562","311038","308514","305990","303592","301194","298796","296398","294000","291602","289204","","","",
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7135335021504","12.6063602380978","12.4991869740453","12.3920137099927","12.2848404459402","12.1776671818876","12.070493917835","11.9633206537825","11.8561473897299","11.7489741256774","11.6418008616248","11.5194632932484","11.397125724872","11.2747881564956","11.1524505881192","11.0301130197428","10.9139142540807","10.7977154884185","10.6815167227563","10.5653179570942","10.449119191432","10.3406670101473","10.2322148288626","10.1237626475779","","",
"Argentina","ARG","Agricultural irrigated land (% of total agricultural land)","AG.LND.IRIG.AG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05353119415741","","","","","","","","","1.45804250038778","","","","",
"Argentina","ARG","Average precipitation in depth (mm per year)","AG.LND.PRCP.MM","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","","","","591","","591","",
"Argentina","ARG","Land area (sq. km)","AG.LND.TOTL.K2","","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","2736690","",
"Argentina","ARG","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","64.5265365381513","67.7789363920751","71.4285714285714","75","75.7538732222277","74.0466493891151","73.8552437223043","71.2758374910905","67.5753948333784","64.75","65.7692307692308","67.1769230769231","69.2307692307692","69.2307692307692","69.2307692307692","69.2307692307692","69.2307692307692","66.5384615384615","65.9230769230769","64.1153846153846","81.9230769230769","75.4444444444444","74.7407407407407","75.4444444444444","75.5555555555556","83.3333333333333","91.4179104477612","101.559525164031","100.528900642236","99.5296331138288","98.5194902548726","97.5172671271234","96.5042766827817","95.4885547077561","94.484412470024","93.4881669851536","92.4963396778917","91.5223336371923","90.5491791370042","89.5803183791606","88.6253874432351","87.6893259636781","","","","","","","","","","","","","",
"Argentina","ARG","Cereal production (metric tons)","AG.PRD.CREL.MT","","14512100","13961600","17331100","20821300","13843800","17317600","19575100","16296600","18477000","19922000","21975800","18834100","23861300","23608900","23040800","24891700","22506800","27700200","25071000","18652400","30014200","34328400","31687000","31849300","28074800","26130800","22947900","22336300","18133270","20123600","21705860","25597620","25174721","25370627","24306533","30699509","35906610","37808447","35035706","38754920","35913975","31843859","34586304","35881433","38162233","34204170","44179957","36754333","26537747","47143679","49098463","43389294","51792609","","",
"Argentina","ARG","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","25.67","26.31","29.11","30.91","28.07","29.63","33.62","28.79","30.73","33.59","35.11","31.62","35.88","40.87","38.89","41.73","41.59","44.93","46.87","41.4","46.8","53.71","52.16","54.15","51.72","51.57","50.76","55.84","46.26","53.75","56.27","57.95","54.29","59.65","64.62","67.7","70.55","81.28","82.04","81.52","86.21","86.06","93.74","91.69","103.82","104.5","118.94","113.77","84.78","124.03","126.4","107.95","125.97","","",
"Argentina","ARG","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","36.77","39.35","43.17","40.02","38.06","41.83","46.07","43.2","46.92","45.81","42.73","42.65","44.19","47.55","48.58","53.76","53.6","57.68","58.53","53.91","58.28","59.31","57.75","59.48","60.41","62.01","58.92","60.67","55.84","63.37","64.49","64.94","64.24","69.3","72.64","74.23","76.61","82.17","86.49","85.93","86.54","85.01","91","92.69","103.03","104.29","114.51","111.72","96.9","115.66","115.86","106.03","118.41","","",
"Argentina","ARG","Livestock production index (2004-2006 = 100)","AG.PRD.LVSK.XD","","61.52","65.77","70.95","59.85","60.23","67.99","71.66","72.54","78.83","73.06","62.53","66.75","65.18","65.75","71.91","79.47","80.41","85.94","83.4","79.82","81.74","74.45","72.47","74.62","80.24","83.23","77.39","74.72","76.76","84.31","82.41","81.14","85.65","89.49","89.93","88.58","89.67","86.69","94.96","93.93","87.28","82.99","85.39","93.68","102.39","103.94","106.67","107.69","113.78","100.1","100.81","101.51","110.67","","",
"Argentina","ARG","Surface area (sq. km)","AG.SRF.TOTL.K2","","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","",
"Argentina","ARG","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1410.654","1604.925","1511.243","1695.362","1403.171","1557.048","1606.403","1313.349","1554.675","1775.293","1783.52","1609.47","2041.355","2046.187","1955.917","1907.151","2134.904","2424.334","2252.176","1874.067","2424.998","2442.816","2330.098","2581.507","2439.537","2582.208","2382.62","2527.887","2129.372","2232.249","2666.111","3057.33","2846.504","2816.097","2799.777","2754.31","3308.198","3692.19","3351.527","3453.79","3206.835","3240.788","3672.573","3668.389","4231.039","3702.288","4352.267","3906.889","3814.309","4956.792","4504.543","4358.644","4724.72","","",
"Argentina","ARG","Trade in services (% of GDP)","BG.GSR.NFSV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.26032819197437","6.16747892922548","6.31928872228041","6.18071655482636","6.0127952810457","6.07259898885919","5.91297998088037","5.45072754404427","5.31082982745236","5.64477386830117","",
"Argentina","ARG","Communications, computer, etc. (% of service imports, BoP)","BM.GSR.CMCP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4078091048421","31.0293631874376","30.5531831391274","31.5667852677881","35.7890441202645","36.6665723969461","37.9708506564689","38.4626128605671","39.5512065670708","41.7106736741858","",
"Argentina","ARG","Primary income payments (BoP, current US$)","BM.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11617170000","11835330000","12566770000","13172650000","12478700289","14104253622","15651445454","15109411606","13701955476","14081214505","",
"Argentina","ARG","Imports of goods and services (BoP, current US$)","BM.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34796990000","40973570000","53226200000","67850150000","49227575253","68511109847","88773364361","83174618518","89024870348","79226421026","",
"Argentina","ARG","Insurance and financial services (% of service imports, BoP)","BM.GSR.INSF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.85736218618654","4.30830213924469","4.31623013166132","4.01978278173677","4.43529662213886","4.41234042901783","4.58393510134006","2.42517572621067","2.21622866388706","2.5371255591078","",
"Argentina","ARG","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27300100000","32587900000","42524500000","54596200000","37146134000","53867737000","71125807000","65088342213","70540561320","62451523490","",
"Argentina","ARG","Service imports (BoP, current US$)","BM.GSR.NFSV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7496890000","8385670000","10701700000","13253950000","12081441253","14643372847","17647557361","18086276304","18484309028","16774897536","",
"Argentina","ARG","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650640000","806370000","1042140000","1463220000","1461447055","1609794724","1939027387","2167221645","2210499159","1955212860","",
"Argentina","ARG","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46414160000","52808900000","65792970000","81022800000","61706275542","82615363469","104424809815","98284030124","102726825824","93307635531","",
"Argentina","ARG","Transport services (% of service imports, BoP)","BM.GSR.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5233983691904","27.7057170148599","28.4947251371277","30.0035838372712","22.5801088286764","25.6099612103252","26.0399107422966","26.464339129561","28.1051246337127","23.7910443234316","",
"Argentina","ARG","Travel services (% of service imports, BoP)","BM.GSR.TRVL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.2114303397809","36.9566176584578","36.6358615920835","34.409848113204","37.1955504222986","33.3111259541502","31.4053035081675","32.6478722803438","30.1274401416051","31.9611564392211","",
"Argentina","ARG","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58815444551001","0.927116384085367","0.456156977813069","0.342590445247124","0.187987959804698","0.208441965985004","0.265785933834393","0.173577241558559","0.176345757310627","0.391926646604275","",
"Argentina","ARG","Secondary income, other sectors, payments (BoP, current US$)","BM.TRF.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","657830000","842600000","1155860000","1583660000","1726173751","2259449910","2688373180","2490942236","2846426971","1927640105","",
"Argentina","ARG","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","16000000","28000000","36000000","27000000","18000000","19000000","22000000","18000000","20000000","21000000","45360000.61","69720001.22","94080001.83","118440002.4","142800003.1","163100006.1","176600006.1","195199996.9","207300003.1","231699996.9","246500000","250300003.1","267700012.2","256100006.1","119550003.1","180410003.7","234470001.2","314010000","355570000","462540000","630140000","767034064.105616","1039914686.44076","1145880333.942","979469395.771455","886896302.540195","719642753.869258","",
"Argentina","ARG","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5273750000","7767040000","7354350000","6755860000","8337560772","1359622272","-2270981823","-1169650773","-4696242493","-5069073503","",
"Argentina","ARG","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36585625906398","2.95277012840658","2.23020287441385","1.66398962235859","2.20275308978554","0.293754031575143","-0.405641817571899","-0.192467967943934","-0.754952533372049","-0.938374187651532","",
"Argentina","ARG","Net financial account (BoP, current US$)","BN.FIN.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5472730000","9026784535","7538637408","7999390000","10733340567","840382968.2","-6402514311","-4298119360","-10295421250","-5532202945","",
"Argentina","ARG","Net primary income (BoP, current US$)","BN.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7305360000","-6150080000","-5942180000","-7552240000","-8955492615","-11341513024","-12402071531","-12758108553","-11026629509","-11402254418","",
"Argentina","ARG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12095220000","13457650000","12943100000","14138410000","17240618644","13106303078","10678391395","12106347826","7201342555","6422503450","",
"Argentina","ARG","Net trade in goods (BoP, current US$)","BN.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13134050000","14005900000","13507920000","15552370000","18644687963","14286401894","12869744437","15154179716","11133519767","9479373607","",
"Argentina","ARG","Net errors and omissions (BoP, current US$)","BN.KAC.EOMS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110080000","1162644535","63187408.44","1062600000","2321751795","-608274304.1","-4193855088","-3176313587","-5632431494","-519819417.2","",
"Argentina","ARG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3954190000","-3098630000","-4968920000","-8334630000","-3305612521","-6880957946","-9231930945","-14269084339","-10204004452","-4494864200","",
"Argentina","ARG","Portfolio Investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","386460000","-7823470000","-7068790000","8028290000","3162251083","-10436363672","1900924186","333914984","-73855009.64","-4935390238","",
"Argentina","ARG","Reserves and related items (BoP, current US$)","BN.RES.INCL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7653883810","14234484017","11569456223","-3284830661","-465934826.6","10726976375","-10916570098","-3629657542","-13787642078","","",
"Argentina","ARG","Net secondary income (BoP, current US$)","BN.TRF.CURR.CD","","","","","","","","","","","","","","","","","18000000","31000000","68000000","57000000","23000000","-22000000","34000000","16000000","2000000","","2000000","-8000000","","8000000","998000000","793000000","789200000","552200000","497200000","596800000","482200000","514857571.842192","464068201.996963","453310064.839601","399035947.950393","424494817.451349","540010000","504120000","560990000","483890000","459470000","353430000","169690000","52434743.33","-405167781.3","-547301686.8","-517890046.2","-870955539.5","-89322535.12","",
"Argentina","ARG","Net capital account (BoP, current US$)","BN.TRF.KOGT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88900000","97100000","121100000","180930000","74028000","89035000","62322600","47845000","33252736","56689975.59","",
"Argentina","ARG","Grants, excluding technical cooperation (BoP, current US$)","BX.GRT.EXTA.CD.WD","","","","","","","","","","","-2930000","40000.0000000009","49999.9999999989","150000","19999.9999999996","0","129999.999999999","770000.000000003","1780000","-1450000","1950000","610000.000000003","1580000","2280000","5290000","5610000","3120000","4940000","20830000","53550000","20690000","42340000","26870000","32090000","16290000","36120000","26970000","36710000","38310000","22990000","30310000","25490000","53930000","40480000","32150000","27290000","47630000","77080000","76230000","76170000","30260000","61600000","41900000","30710000","","",
"Argentina","ARG","Technical cooperation grants (BoP, current US$)","BX.GRT.TECH.CD.WD","","","","","","","","","","","12350000","10110000","10730000","12740000","12070000","12860000","16090000","17580000","19610000","29230000","33740000","29900000","26780000","27840000","28140000","31730000","62830000","73940000","81330000","78900000","69360000","75530000","83310000","80560000","79360000","83480000","80930000","74760000","66290000","68290000","53440000","60120000","55950000","64730000","62280000","60830000","55340000","52530000","63830000","71060000","75320000","55570000","56350000","51760000","","",
"Argentina","ARG","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2005800000","2536580000","3481910000","4535628941","4543315592","5690845503","7017536079","7020754139","6857552245","5774164672","",
"Argentina","ARG","ICT service exports (% of service exports, BoP)","BX.GSR.CCIS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0588628783257","32.3649874576072","34.348931821231","38.3077092210382","42.5508788165205","42.2694026008769","45.4027129440408","46.6853748015589","47.1240388123763","42.0918001726639","",
"Argentina","ARG","Communications, computer, etc. (% of service exports, BoP)","BX.GSR.CMCP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4850961434239","38.4021782678483","40.1587076102312","44.8263802672131","47.5578034627222","47.579213857686","50.510108483058","51.3325337590465","52.0277986962333","46.8882729413818","",
"Argentina","ARG","Primary income receipts (BoP, current US$)","BX.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4311810000","5685250000","6624590000","5620410000","3523207674","2762740598","3249373923","2351303053","2675325968","2678960087","",
"Argentina","ARG","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46892210000","54431220000","66169300000","81988560000","66468193896","81617412924","99451755756","95280966344","96226212903","85648924475","",
"Argentina","ARG","Insurance and financial services (% of service exports, BoP)","BX.GSR.INSF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0579121284100798","0.0822974907558865","0.0890806638729076","0.164358246924195","0.155452517128308","0.170716497545731","0.334265909583568","0.402387860513456","0.941327805664786","1.02726962598665","",
"Argentina","ARG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40434150000","46593800000","56032420000","70148570000","55790821963","68154138894","83995551437","80242521930","81674081087","71930897097","",
"Argentina","ARG","Service exports (BoP, current US$)","BX.GSR.NFSV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6458060000","7837420000","10136880000","11839990000","10677371933","13463274030","15456204319","15038444414","14552131816","13718027379","",
"Argentina","ARG","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51080000","71320000","106180000","104770000","101688206.1","144699285","176364885.1","180015412.2","175331363.6","129544481.8","",
"Argentina","ARG","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51204020000","60116470000","72793890000","87608970000","69991401570","84380153522","102701129679","97632269397","98901538871","88327884562","",
"Argentina","ARG","Transport services (% of service exports, BoP)","BX.GSR.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1981709677519","18.8435735229195","17.1941465224014","15.7753511616142","15.2022552008632","15.5434407807266","14.513477511697","15.7706822707813","17.3895788328255","18.3586579573045","",
"Argentina","ARG","Travel services (% of service exports, BoP)","BX.GSR.TRVL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2588207604141","42.6719507184762","42.5580652034946","39.2339103242486","37.0844888222178","36.7066288629943","34.6421480946521","32.4943961055625","29.6412946676128","33.7257994694078","",
"Argentina","ARG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","89770000","125670000","71720000","100250000","17920000","55590000","244680000","144000000","250000000","206000000","678000000","837000000","227000000","185000000","268000000","919000000","574000000","-19000000","1147000000","1028000000","1836000000","2439000000","4430977523.08014","2793085410.09827","3634931878.26435","5609423403.56467","6948536686.64725","9160272052.4446","7290657132.08156","23987696389.6428","10418314339.1428","2166136829.76399","2148910000","1652010000","4124710000","5265250000","5537340000","6473150000","9725560000","4017158924.88408","7845718626.43446","10719930944.6815","15323933916.8241","11300977311.1693","6612041979.60801","",
"Argentina","ARG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.284224297406374","0.377464477482756","0.206489502468111","0.190792478258773","0.0247388145325605","0.106009598269625","0.478175476645822","0.253605959289198","0.430419501184093","0.297462920183777","0.880955110053294","1.06384544018918","0.269252481027723","0.177920358938206","0.338845892416111","1.03939676921859","0.51742270994039","-0.0171007571834998","0.908825708058126","1.34139040897869","1.2988816648031","1.28557881377962","1.93679056623309","1.17974376246136","1.411953029158","2.17392758974997","2.55320340608332","3.12787793868196","2.43876896154487","8.46058217133806","3.66579059535379","0.806164134759349","2.10594272398103","1.27472706593465","2.25030369296982","2.36204307523804","2.10511239067018","1.96297942530774","2.39543609719944","1.06131870890403","1.69511159428794","1.91478955428251","2.52157865404006","1.81670803059345","1.22400464654152","",
